OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
5055,Closed End,Survey respondent demographic characteristics,Q28,Housing status,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"Lives with family or friends, homeless, or some other arrangement",61%,19%,2%,7%,8%,2%,0.4%,54,,,,,,,,,,,
5056,Closed End,Survey respondent demographic characteristics,Q28,Home language,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5057,Closed End,Survey respondent demographic characteristics,Q28,Home language,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,English only,24%,20%,14%,17%,14%,7%,3%,2859,,,,,,,,,,,
5058,Closed End,Survey respondent demographic characteristics,Q28,Home language,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,English plus another language,37%,29%,13%,13%,6%,2%,0%,209,,,,,,,,,,,
5059,Closed End,Survey respondent demographic characteristics,Q28,Home language,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Another language only,45%,18%,11%,16%,6%,3%,1%,112,,,,,,,,,,,
5060,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5061,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,BIPOC,36%,29%,12%,11%,9%,2%,0.4%,531,,,,,,,,,,,
5062,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"American Indian, Native American, or Alaska Native",44%,22%,4%,11%,17%,1%,0%,60,,,,,,,,,,,
5063,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Asian American or Asian,37%,32%,11%,9%,7%,3%,0.3%,201,,,,,,,,,,,
5064,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,5,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"Black, African American, or African",28%,27%,15%,15%,12%,2%,1%,168,,,,,,,,,,,
5065,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,6,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Latino/a or Hispanic,50%,24%,7%,10%,7%,1%,0%,130,,,,,,,,,,,
5066,Closed End,Survey respondent demographic characteristics,Q28,Race / ethnicity,7,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,White or Caucasian alone,24%,18%,14%,19%,15%,7%,3%,2576,,,,,,,,,,,
5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,Closed End,Survey respondent demographic characteristics,Q29,Title,1,Title,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,29. How do you identify your gender?,,,,,,,,,,,,,,,,,,,
5069,Closed End,Survey respondent demographic characteristics,Q29,Column labels,1,Labels,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,,Female,Male,Non-binary,Another gender identity,Number of respondents (unweighted),,,,,,,,,,,,,,
5070,Closed End,Survey respondent demographic characteristics,Q29,Region,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5071,Closed End,Survey respondent demographic characteristics,Q29,Region,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,East Metro overall,52%,47%,1%,0.1%,3580,,,,,,,,,,,,,,
5072,Closed End,Survey respondent demographic characteristics,Q29,Region,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Dakota County,53%,47%,0.1%,0%,893,,,,,,,,,,,,,,
5073,Closed End,Survey respondent demographic characteristics,Q29,Region,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Ramsey County (overall),52%,47%,1%,0.2%,1938,,,,,,,,,,,,,,
5074,Closed End,Survey respondent demographic characteristics,Q29,Region,5,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,City of Saint Paul,51%,47%,1%,0.4%,1069,,,,,,,,,,,,,,
5075,Closed End,Survey respondent demographic characteristics,Q29,Region,6,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Suburban Ramsey County,53%,46%,1%,0%,869,,,,,,,,,,,,,,
5076,Closed End,Survey respondent demographic characteristics,Q29,Region,7,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Washington County,52%,46%,2%,0%,749,,,,,,,,,,,,,,
5077,Closed End,Survey respondent demographic characteristics,Q29,Age,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5078,Closed End,Survey respondent demographic characteristics,Q29,Age,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,18-34,59%,38%,2%,0.2%,458,,,,,,,,,,,,,,
5079,Closed End,Survey respondent demographic characteristics,Q29,Age,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,35-44,54%,45%,0.2%,0.1%,610,,,,,,,,,,,,,,
5080,Closed End,Survey respondent demographic characteristics,Q29,Age,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,45-54,56%,43%,1%,0.2%,434,,,,,,,,,,,,,,
5081,Closed End,Survey respondent demographic characteristics,Q29,Age,5,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,55-64,46%,53%,0.1%,0.1%,558,,,,,,,,,,,,,,
5082,Closed End,Survey respondent demographic characteristics,Q29,Age,6,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,65+,42%,58%,0.0%,0%,1157,,,,,,,,,,,,,,
5083,Closed End,Survey respondent demographic characteristics,Q29,Education,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5084,Closed End,Survey respondent demographic characteristics,Q29,Education,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"Less than HS diploma, no GED",46%,51%,3%,0%,60,,,,,,,,,,,,,,
5085,Closed End,Survey respondent demographic characteristics,Q29,Education,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,HS diploma or GED,61%,38%,1%,0%,313,,,,,,,,,,,,,,
5086,Closed End,Survey respondent demographic characteristics,Q29,Education,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"Some college, trade school, or Associate degree",51%,48%,1%,0.3%,942,,,,,,,,,,,,,,
5087,Closed End,Survey respondent demographic characteristics,Q29,Education,5,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Bachelor's degree or higher,50%,49%,0.5%,0.1%,2155,,,,,,,,,,,,,,
5088,Closed End,Survey respondent demographic characteristics,Q29,Household income,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5089,Closed End,Survey respondent demographic characteristics,Q29,Household income,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"Less than $20,000",51%,47%,2%,0.2%,269,,,,,,,,,,,,,,
5090,Closed End,Survey respondent demographic characteristics,Q29,Household income,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$20,000 to $39,999",60%,37%,3%,0%,366,,,,,,,,,,,,,,
5091,Closed End,Survey respondent demographic characteristics,Q29,Household income,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$40,000 to $59,999",59%,40%,1%,0%,422,,,,,,,,,,,,,,
5092,Closed End,Survey respondent demographic characteristics,Q29,Household income,5,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$60,000 to $79,999",58%,41%,0.2%,0.1%,431,,,,,,,,,,,,,,
5093,Closed End,Survey respondent demographic characteristics,Q29,Household income,6,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$80,000 to $99,999",48%,51%,0%,1%,315,,,,,,,,,,,,,,
5094,Closed End,Survey respondent demographic characteristics,Q29,Household income,7,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$100,000 to $149,999",48%,51%,0.4%,0.1%,564,,,,,,,,,,,,,,
5095,Closed End,Survey respondent demographic characteristics,Q29,Household income,8,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"$150,000 or more",47%,53%,0.1%,0%,630,,,,,,,,,,,,,,
5096,Closed End,Survey respondent demographic characteristics,Q29,Housing status,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5097,Closed End,Survey respondent demographic characteristics,Q29,Housing status,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Owner,51%,48%,0.4%,0.1%,2682,,,,,,,,,,,,,,
5098,Closed End,Survey respondent demographic characteristics,Q29,Housing status,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Renter,56%,42%,2%,0.1%,814,,,,,,,,,,,,,,
5099,Closed End,Survey respondent demographic characteristics,Q29,Housing status,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"Lives with family or friends, homeless, or some other arrangement",56%,38%,5%,1%,62,,,,,,,,,,,,,,
5100,Closed End,Survey respondent demographic characteristics,Q29,Home language,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5101,Closed End,Survey respondent demographic characteristics,Q29,Home language,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,English only,51%,48%,1%,0.0%,3143,,,,,,,,,,,,,,
5102,Closed End,Survey respondent demographic characteristics,Q29,Home language,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,English plus another language,59%,39%,1%,1%,234,,,,,,,,,,,,,,
5103,Closed End,Survey respondent demographic characteristics,Q29,Home language,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Another language only,61%,39%,0%,0%,125,,,,,,,,,,,,,,
5104,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,1,Header,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5105,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,2,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,BIPOC,58%,41%,1%,0.0%,608,,,,,,,,,,,,,,
5106,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,3,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"American Indian, Native American, or Alaska Native",69%,30%,2%,0%,65,,,,,,,,,,,,,,
5107,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,4,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Asian American or Asian,52%,48%,1%,0%,234,,,,,,,,,,,,,,
5108,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,5,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,"Black, African American, or African",61%,38%,1%,0.0%,199,,,,,,,,,,,,,,
5109,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,6,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,Latino/a or Hispanic,68%,32%,0.3%,0%,143,,,,,,,,,,,,,,
5110,Closed End,Survey respondent demographic characteristics,Q29,Race / ethnicity,7,Data,Q34_21,Survey respondent demographic characteristics,Q37_18,Survey respondent demographic characteristics,White or Caucasian alone,51%,48%,1%,0.2%,2796,,,,,,,,,,,,,,
5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,Closed End,Survey respondent demographic characteristics,Q30,Title,1,Title,Q35_21,Survey respondent demographic characteristics,,,30. Do you identify as transgender?,,,,,,,,,,,,,,,,,,,
5113,Closed End,Survey respondent demographic characteristics,Q30,Column labels,1,Labels,Q35_21,Survey respondent demographic characteristics,,,,Yes,No,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5114,Closed End,Survey respondent demographic characteristics,Q30,Region,1,Header,Q35_21,Survey respondent demographic characteristics,,,Results by region:,,,,,,,,,,,,,,,,,,,
5115,Closed End,Survey respondent demographic characteristics,Q30,Region,2,Data,Q35_21,Survey respondent demographic characteristics,,,East Metro overall,0.4%,100%,3565,,,,,,,,,,,,,,,,
5116,Closed End,Survey respondent demographic characteristics,Q30,Region,3,Data,Q35_21,Survey respondent demographic characteristics,,,Dakota County,0.2%,100%,894,,,,,,,,,,,,,,,,
5117,Closed End,Survey respondent demographic characteristics,Q30,Region,4,Data,Q35_21,Survey respondent demographic characteristics,,,Ramsey County (overall),1%,99%,1929,,,,,,,,,,,,,,,,
