OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,Question_2021,Qnum2018,Topic2018,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
5349,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,5,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   55-64,94%,6%,428,,,,,,,,,,,,,,,,
5350,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,6,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   65+,99%,1%,734,,,,,,,,,,,,,,,,
5351,Closed End,Survey respondent demographic characteristics,Q35D_21,Education,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5352,Closed End,Survey respondent demographic characteristics,Q35D_21,Education,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "Less than HS diploma, no GED",61%,39%,80,,,,,,,,,,,,,,,,
5353,Closed End,Survey respondent demographic characteristics,Q35D_21,Education,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   HS diploma or GED,90%,10%,258,,,,,,,,,,,,,,,,
5354,Closed End,Survey respondent demographic characteristics,Q35D_21,Education,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "Some college, trade school, or Associate degree",85%,15%,791,,,,,,,,,,,,,,,,
5355,Closed End,Survey respondent demographic characteristics,Q35D_21,Education,5,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Bachelor's degree or higher,87%,13%,1299,,,,,,,,,,,,,,,,
5356,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5357,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "Less than $20,000",85%,15%,367,,,,,,,,,,,,,,,,
5358,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$20,000 to $39,999",87%,13%,356,,,,,,,,,,,,,,,,
5359,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$40,000 to $59,999",88%,12%,347,,,,,,,,,,,,,,,,
5360,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,5,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$60,000 to $79,999",85%,15%,264,,,,,,,,,,,,,,,,
5361,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,6,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$80,000 to $99,999",90%,10%,229,,,,,,,,,,,,,,,,
5362,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,7,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$100,000 to $149,999",88%,12%,308,,,,,,,,,,,,,,,,
5363,Closed End,Survey respondent demographic characteristics,Q35D_21,Household income,8,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "$150,000 or more",77%,23%,234,,,,,,,,,,,,,,,,
5364,Closed End,Survey respondent demographic characteristics,Q35D_21,Housing status,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5365,Closed End,Survey respondent demographic characteristics,Q35D_21,Housing status,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Owner,85%,15%,1634,,,,,,,,,,,,,,,,
5366,Closed End,Survey respondent demographic characteristics,Q35D_21,Housing status,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Renter,90%,10%,784,,,,,,,,,,,,,,,,
5367,Closed End,Survey respondent demographic characteristics,Q35D_21,Housing status,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   "Lives with family or friends, homeless, or some other arrangement",83%,17%,48,,,,,,,,,,,,,,,,
5368,Closed End,Survey respondent demographic characteristics,Q35D_21,Home language,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5369,Closed End,Survey respondent demographic characteristics,Q35D_21,Home language,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   English only,87%,13%,2163,,,,,,,,,,,,,,,,
5370,Closed End,Survey respondent demographic characteristics,Q35D_21,Home language,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   English plus another language,76%,24%,208,,,,,,,,,,,,,,,,
5371,Closed End,Survey respondent demographic characteristics,Q35D_21,Home language,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Another language only,77%,23%,79,,,,,,,,,,,,,,,,
5372,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5373,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   BIPOC,81%,19%,605,,,,,,,,,,,,,,,,
5374,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      "American Indian, Native American, or Alaska Native",91%,9%,103,,,,,,,,,,,,,,,,
5375,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      Asian American or Asian,82%,18%,165,,,,,,,,,,,,,,,,
5376,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,5,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      "Black, African American, or African",84%,16%,270,,,,,,,,,,,,,,,,
5377,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,6,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      Latino/a or Hispanic,74%,26%,107,,,,,,,,,,,,,,,,
5378,Closed End,Survey respondent demographic characteristics,Q35D_21,Race / ethnicity,7,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   White or Caucasian alone,88%,12%,1764,,,,,,,,,,,,,,,,
5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,Closed End,Survey respondent demographic characteristics,Q36_21,Title,1,Title,Q33_21,Q36_18,Survey respondent demographic characteristics,33. What is your age (in years)?,,,,,,,,,,,,,,,,,,,
5381,Closed End,Survey respondent demographic characteristics,Q36_21,Column labels,1,Labels,Q33_21,Q36_18,Survey respondent demographic characteristics,,18-34,35-44,45-54,55-64,65-74,75-84,85+,Number of respondents (unweighted),,,,,,,,,,,
5382,Closed End,Survey respondent demographic characteristics,Q36_21,Region,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5383,Closed End,Survey respondent demographic characteristics,Q36_21,Region,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   East Metro overall,29%,17%,18%,17%,11%,6%,2%,2647,,,,,,,,,,,
5384,Closed End,Survey respondent demographic characteristics,Q36_21,Region,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Dakota County,25%,18%,20%,19%,11%,6%,1%,365,,,,,,,,,,,
5385,Closed End,Survey respondent demographic characteristics,Q36_21,Region,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Ramsey County (overall),33%,16%,15%,16%,11%,6%,3%,1940,,,,,,,,,,,
5386,Closed End,Survey respondent demographic characteristics,Q36_21,Region,5,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      City of Saint Paul,37%,18%,15%,14%,9%,4%,2%,1564,,,,,,,,,,,
5387,Closed End,Survey respondent demographic characteristics,Q36_21,Region,6,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      Suburban Ramsey County,28%,14%,15%,18%,12%,8%,5%,376,,,,,,,,,,,
5388,Closed End,Survey respondent demographic characteristics,Q36_21,Region,7,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Washington County,25%,17%,20%,18%,11%,6%,2%,342,,,,,,,,,,,
5389,Closed End,Survey respondent demographic characteristics,Q36_21,Gender,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by gender:,,,,,,,,,,,,,,,,,,,
5390,Closed End,Survey respondent demographic characteristics,Q36_21,Gender,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Females,33%,18%,17%,14%,10%,6%,2%,1701,,,,,,,,,,,
5391,Closed End,Survey respondent demographic characteristics,Q36_21,Gender,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Males,23%,16%,18%,21%,12%,7%,2%,911,,,,,,,,,,,
5392,Closed End,Survey respondent demographic characteristics,Q36_21,Age,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5393,Closed End,Survey respondent demographic characteristics,Q36_21,Age,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   18-34,100%,0%,0%,0%,0%,0%,0%,417,,,,,,,,,,,
5394,Closed End,Survey respondent demographic characteristics,Q36_21,Age,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   35-44,0%,100%,0%,0%,0%,0%,0%,429,,,,,,,,,,,
5395,Closed End,Survey respondent demographic characteristics,Q36_21,Age,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   45-54,0%,0%,100%,0%,0%,0%,0%,371,,,,,,,,,,,
5396,Closed End,Survey respondent demographic characteristics,Q36_21,Age,5,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   55-64,0%,0%,0%,100%,0%,0%,0%,535,,,,,,,,,,,
5397,Closed End,Survey respondent demographic characteristics,Q36_21,Age,6,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   65+,0%,0%,0%,0%,56%,33%,11%,895,,,,,,,,,,,
5398,Closed End,Survey respondent demographic characteristics,Q36_21,Education,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5399,Closed End,Survey respondent demographic characteristics,Q36_21,Education,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "Less than HS diploma, no GED",18%,35%,18%,8%,9%,8%,4%,85,,,,,,,,,,,
5400,Closed End,Survey respondent demographic characteristics,Q36_21,Education,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   HS diploma or GED,14%,14%,11%,26%,16%,16%,5%,309,,,,,,,,,,,
5401,Closed End,Survey respondent demographic characteristics,Q36_21,Education,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "Some college, trade school, or Associate degree",23%,15%,20%,21%,14%,5%,2%,843,,,,,,,,,,,
5402,Closed End,Survey respondent demographic characteristics,Q36_21,Education,5,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Bachelor's degree or higher,41%,19%,19%,11%,6%,3%,<.5%,1373,,,,,,,,,,,
5403,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5404,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "Less than $20,000",22%,10%,19%,28%,10%,7%,4%,432,,,,,,,,,,,
5405,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$20,000 to $39,999",31%,12%,8%,19%,16%,11%,3%,393,,,,,,,,,,,
5406,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$40,000 to $59,999",44%,13%,5%,11%,17%,7%,2%,366,,,,,,,,,,,
5407,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,5,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$60,000 to $79,999",28%,20%,14%,13%,12%,11%,1%,285,,,,,,,,,,,
5408,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,6,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$80,000 to $99,999",24%,14%,21%,23%,9%,9%,1%,259,,,,,,,,,,,
5409,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,7,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$100,000 to $149,999",35%,22%,20%,15%,6%,2%,1%,321,,,,,,,,,,,
5410,Closed End,Survey respondent demographic characteristics,Q36_21,Household income,8,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "$150,000 or more",21%,24%,29%,17%,8%,1%,<.5%,251,,,,,,,,,,,
5411,Closed End,Survey respondent demographic characteristics,Q36_21,Housing status,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5412,Closed End,Survey respondent demographic characteristics,Q36_21,Housing status,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Owner,24%,17%,19%,18%,13%,7%,2%,1708,,,,,,,,,,,
5413,Closed End,Survey respondent demographic characteristics,Q36_21,Housing status,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Renter,41%,16%,16%,15%,5%,4%,3%,872,,,,,,,,,,,
5414,Closed End,Survey respondent demographic characteristics,Q36_21,Housing status,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   "Lives with family or friends, homeless, or some other arrangement",55%,26%,9%,3%,2%,4%,<.5%,55,,,,,,,,,,,
5415,Closed End,Survey respondent demographic characteristics,Q36_21,Home language,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5416,Closed End,Survey respondent demographic characteristics,Q36_21,Home language,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   English only,26%,16%,18%,19%,12%,7%,2%,2335,,,,,,,,,,,
5417,Closed End,Survey respondent demographic characteristics,Q36_21,Home language,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   English plus another language,56%,26%,11%,4%,2%,1%,<.5%,215,,,,,,,,,,,
5418,Closed End,Survey respondent demographic characteristics,Q36_21,Home language,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   Another language only,29%,31%,21%,10%,3%,4%,1%,81,,,,,,,,,,,
5419,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,1,Header,Q33_21,Q36_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5420,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,2,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   BIPOC,46%,23%,12%,12%,5%,1%,<.5%,651,,,,,,,,,,,
5421,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,3,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      "American Indian, Native American, or Alaska Native",34%,24%,14%,12%,14%,2%,<.5%,113,,,,,,,,,,,
5422,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,4,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      Asian American or Asian,50%,29%,10%,8%,2%,1%,<.5%,171,,,,,,,,,,,
5423,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,5,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      "Black, African American, or African",35%,19%,15%,19%,10%,1%,<.5%,296,,,,,,,,,,,
5424,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,6,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,      Latino/a or Hispanic,56%,19%,11%,9%,3%,2%,<.5%,114,,,,,,,,,,,
5425,Closed End,Survey respondent demographic characteristics,Q36_21,Race / ethnicity,7,Data,Q33_21,Q36_18,Survey respondent demographic characteristics,   White or Caucasian alone,24%,16%,18%,19%,12%,8%,3%,1914,,,,,,,,,,,
5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,Closed End,Survey respondent demographic characteristics,Q37_21,Title,1,Title,Q34_21,Q37_18,Survey respondent demographic characteristics,34. How do you identify your gender?,,,,,,,,,,,,,,,,,,,
5428,Closed End,Survey respondent demographic characteristics,Q37_21,Column labels,1,Labels,Q34_21,Q37_18,Survey respondent demographic characteristics,,Female,Male,Another way,Number of respondents (unweighted),,,,,,,,,,,,,,,
5429,Closed End,Survey respondent demographic characteristics,Q37_21,Region,1,Header,Q34_21,Q37_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5430,Closed End,Survey respondent demographic characteristics,Q37_21,Region,2,Data,Q34_21,Q37_18,Survey respondent demographic characteristics,   East Metro overall,54%,46%,<.5%,2986,,,,,,,,,,,,,,,
