OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
5701,Closed End,Survey respondent demographic characteristics ,Q35A_18,Housing status,1,Header,Results by housing status:,--,--,,,,,,,,,,,,,,,,,
5702,Closed End,Survey respondent demographic characteristics ,Q35A_18,Housing status,2,Data,   Owner,85%,15%,1353,,,,,,,,,,,,,,,,
5703,Closed End,Survey respondent demographic characteristics ,Q35A_18,Housing status,3,Data,   Renter,85%,15%,350,,,,,,,,,,,,,,,,
5704,Closed End,Survey respondent demographic characteristics ,Q35A_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",79%,21%,26,,,,,,,,,,,,,,,,
5705,Closed End,Survey respondent demographic characteristics ,Q35A_18,Home language,1,Header,Results by home language:,--,--,,,,,,,,,,,,,,,,,
5706,Closed End,Survey respondent demographic characteristics ,Q35A_18,Home language,2,Data,   English only,88%,12%,1587,,,,,,,,,,,,,,,,
5707,Closed End,Survey respondent demographic characteristics ,Q35A_18,Home language,3,Data,   Engish plus another language,61%,39%,93,,,,,,,,,,,,,,,,
5708,Closed End,Survey respondent demographic characteristics ,Q35A_18,Home language,4,Data,   Another language only,80%,20%,28,,,,,,,,,,,,,,,,
5709,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,,,,,,,,,,,,,,,,,
5710,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",81%,19%,27,,,,,,,,,,,,,,,,
5711,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,3,Data,   Asian American or Asian,74%,26%,70,,,,,,,,,,,,,,,,
5712,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,4,Data,   "Black, African American, or African",69%,31%,59,,,,,,,,,,,,,,,,
5713,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,5,Data,   Hispanic or Latinx,69%,31%,38,,,,,,,,,,,,,,,,
5714,Closed End,Survey respondent demographic characteristics ,Q35A_18,Race / ethnicity,6,Data,   White or Caucasian,88%,12%,1517,,,,,,,,,,,,,,,,
5715,,Survey respondent demographic characteristics ,,,,,,,,,,,,,,,,,,,,,,,,
5716,Closed End,Survey respondent demographic characteristics ,Q35B_18,Title,1,Title,"How many children age 3-4 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5717,Closed End,Survey respondent demographic characteristics ,Q35B_18,Title,2,Labels,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5718,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,1,Header,Results by region:,--,--,,,,,,,,,,,,,,,,,
5719,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,2,Data,   East Metro overall,90%,10%,1733,,,,,,,,,,,,,,,,
5720,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,3,Data,   Dakota County,91%,9%,402,,,,,,,,,,,,,,,,
5721,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,4,Data,   Ramsey County (overall),90%,10%,858,,,,,,,,,,,,,,,,
5722,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,5,Data,      City of Saint Paul,89%,11%,412,,,,,,,,,,,,,,,,
5723,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,6,Data,      Suburban Ramsey County,92%,8%,446,,,,,,,,,,,,,,,,
5724,Closed End,Survey respondent demographic characteristics ,Q35B_18,Region,7,Data,   Washington County,90%,10%,473,,,,,,,,,,,,,,,,
5725,Closed End,Survey respondent demographic characteristics ,Q35B_18,Gender,1,Header,Results by gender:,--,--,,,,,,,,,,,,,,,,,
5726,Closed End,Survey respondent demographic characteristics ,Q35B_18,Gender,2,Data,   Females,89%,11%,1129,,,,,,,,,,,,,,,,
5727,Closed End,Survey respondent demographic characteristics ,Q35B_18,Gender,3,Data,   Males,92%,8%,564,,,,,,,,,,,,,,,,
5728,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,1,Header,Results by age:,--,--,,,,,,,,,,,,,,,,,
5729,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,2,Data,   18-34,86%,14%,273,,,,,,,,,,,,,,,,
5730,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,3,Data,   35-44,80%,20%,268,,,,,,,,,,,,,,,,
5731,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,4,Data,   45-54,92%,8%,261,,,,,,,,,,,,,,,,
5732,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,5,Data,   55-64,100%,<.5%,384,,,,,,,,,,,,,,,,
5733,Closed End,Survey respondent demographic characteristics ,Q35B_18,Age,6,Data,   65+,99%,1%,492,,,,,,,,,,,,,,,,
5734,Closed End,Survey respondent demographic characteristics ,Q35B_18,Education,1,Header,Results by education level:,--,--,,,,,,,,,,,,,,,,,
5735,Closed End,Survey respondent demographic characteristics ,Q35B_18,Education,2,Data,   "Less than HS diploma, no GED",87%,13%,21,,,,,,,,,,,,,,,,
5736,Closed End,Survey respondent demographic characteristics ,Q35B_18,Education,3,Data,   HS diploma or GED,88%,12%,173,,,,,,,,,,,,,,,,
5737,Closed End,Survey respondent demographic characteristics ,Q35B_18,Education,4,Data,   "Some college, trade school, or Associate degree",95%,5%,481,,,,,,,,,,,,,,,,
5738,Closed End,Survey respondent demographic characteristics ,Q35B_18,Education,5,Data,   Bachelor's degree or higher,88%,12%,1016,,,,,,,,,,,,,,,,
5739,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,1,Header,Results by household income:,--,--,,,,,,,,,,,,,,,,,
5740,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,2,Data,   "Less than $20,000",87%,13%,107,,,,,,,,,,,,,,,,
5741,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,3,Data,   "$20,000 to $39,999",96%,4%,218,,,,,,,,,,,,,,,,
5742,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,4,Data,   "$40,000 to $59,999",87%,13%,216,,,,,,,,,,,,,,,,
5743,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,5,Data,   "$60,000 to $79,999",93%,7%,222,,,,,,,,,,,,,,,,
5744,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,6,Data,   "$80,000 to $99,999",93%,7%,201,,,,,,,,,,,,,,,,
5745,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,7,Data,   "$100,000 to $149,999",86%,14%,287,,,,,,,,,,,,,,,,
5746,Closed End,Survey respondent demographic characteristics ,Q35B_18,Household income,8,Data,   "$150,000 or more",85%,15%,215,,,,,,,,,,,,,,,,
5747,Closed End,Survey respondent demographic characteristics ,Q35B_18,Housing status,1,Header,Results by housing status:,--,--,,,,,,,,,,,,,,,,,
5748,Closed End,Survey respondent demographic characteristics ,Q35B_18,Housing status,2,Data,   Owner,91%,9%,1354,,,,,,,,,,,,,,,,
5749,Closed End,Survey respondent demographic characteristics ,Q35B_18,Housing status,3,Data,   Renter,92%,8%,350,,,,,,,,,,,,,,,,
5750,Closed End,Survey respondent demographic characteristics ,Q35B_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",72%,28%,26,,,,,,,,,,,,,,,,
5751,Closed End,Survey respondent demographic characteristics ,Q35B_18,Home language,1,Header,Results by home language:,--,--,,,,,,,,,,,,,,,,,
5752,Closed End,Survey respondent demographic characteristics ,Q35B_18,Home language,2,Data,   English only,92%,8%,1588,,,,,,,,,,,,,,,,
5753,Closed End,Survey respondent demographic characteristics ,Q35B_18,Home language,3,Data,   Engish plus another language,67%,33%,93,,,,,,,,,,,,,,,,
5754,Closed End,Survey respondent demographic characteristics ,Q35B_18,Home language,4,Data,   Another language only,95%,5%,28,,,,,,,,,,,,,,,,
5755,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,,,,,,,,,,,,,,,,,
5756,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",91%,9%,27,,,,,,,,,,,,,,,,
5757,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,3,Data,   Asian American or Asian,76%,24%,70,,,,,,,,,,,,,,,,
5758,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,4,Data,   "Black, African American, or African",95%,5%,59,,,,,,,,,,,,,,,,
5759,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,5,Data,   Hispanic or Latinx,80%,20%,38,,,,,,,,,,,,,,,,
5760,Closed End,Survey respondent demographic characteristics ,Q35B_18,Race / ethnicity,6,Data,   White or Caucasian,92%,8%,1518,,,,,,,,,,,,,,,,
5761,,Survey respondent demographic characteristics ,,,,,,,,,,,,,,,,,,,,,,,,
5762,Closed End,Survey respondent demographic characteristics ,Q35C_18,Title,1,Title,"How many children age 5-12 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5763,Closed End,Survey respondent demographic characteristics ,Q35C_18,Title,2,Labels,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5764,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,1,Header,Results by region:,--,--,,,,,,,,,,,,,,,,,
5765,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,2,Data,   East Metro overall,80%,20%,1733,,,,,,,,,,,,,,,,
5766,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,3,Data,   Dakota County,79%,21%,402,,,,,,,,,,,,,,,,
5767,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,4,Data,   Ramsey County (overall),80%,20%,858,,,,,,,,,,,,,,,,
5768,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,5,Data,      City of Saint Paul,76%,24%,412,,,,,,,,,,,,,,,,
5769,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,6,Data,      Suburban Ramsey County,84%,16%,446,,,,,,,,,,,,,,,,
5770,Closed End,Survey respondent demographic characteristics ,Q35C_18,Region,7,Data,   Washington County,83%,17%,473,,,,,,,,,,,,,,,,
5771,Closed End,Survey respondent demographic characteristics ,Q35C_18,Gender,1,Header,Results by gender:,--,--,,,,,,,,,,,,,,,,,
5772,Closed End,Survey respondent demographic characteristics ,Q35C_18,Gender,2,Data,   Females,77%,23%,1129,,,,,,,,,,,,,,,,
5773,Closed End,Survey respondent demographic characteristics ,Q35C_18,Gender,3,Data,   Males,83%,17%,564,,,,,,,,,,,,,,,,
5774,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,1,Header,Results by age:,--,--,,,,,,,,,,,,,,,,,
5775,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,2,Data,   18-34,80%,20%,273,,,,,,,,,,,,,,,,
5776,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,3,Data,   35-44,53%,47%,268,,,,,,,,,,,,,,,,
5777,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,4,Data,   45-54,78%,22%,261,,,,,,,,,,,,,,,,
5778,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,5,Data,   55-64,96%,4%,384,,,,,,,,,,,,,,,,
5779,Closed End,Survey respondent demographic characteristics ,Q35C_18,Age,6,Data,   65+,99%,1%,492,,,,,,,,,,,,,,,,
5780,Closed End,Survey respondent demographic characteristics ,Q35C_18,Education,1,Header,Results by education level:,--,--,,,,,,,,,,,,,,,,,
5781,Closed End,Survey respondent demographic characteristics ,Q35C_18,Education,2,Data,   "Less than HS diploma, no GED",57%,43%,21,,,,,,,,,,,,,,,,
5782,Closed End,Survey respondent demographic characteristics ,Q35C_18,Education,3,Data,   HS diploma or GED,78%,22%,173,,,,,,,,,,,,,,,,
5783,Closed End,Survey respondent demographic characteristics ,Q35C_18,Education,4,Data,   "Some college, trade school, or Associate degree",83%,17%,481,,,,,,,,,,,,,,,,
5784,Closed End,Survey respondent demographic characteristics ,Q35C_18,Education,5,Data,   Bachelor's degree or higher,81%,19%,1016,,,,,,,,,,,,,,,,
5785,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,1,Header,Results by household income:,--,--,,,,,,,,,,,,,,,,,
5786,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,2,Data,   "Less than $20,000",81%,19%,107,,,,,,,,,,,,,,,,
5787,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,3,Data,   "$20,000 to $39,999",84%,16%,218,,,,,,,,,,,,,,,,
5788,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,4,Data,   "$40,000 to $59,999",75%,25%,216,,,,,,,,,,,,,,,,
5789,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,5,Data,   "$60,000 to $79,999",86%,14%,222,,,,,,,,,,,,,,,,
5790,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,6,Data,   "$80,000 to $99,999",77%,23%,201,,,,,,,,,,,,,,,,
5791,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,7,Data,   "$100,000 to $149,999",75%,25%,287,,,,,,,,,,,,,,,,
5792,Closed End,Survey respondent demographic characteristics ,Q35C_18,Household income,8,Data,   "$150,000 or more",78%,22%,215,,,,,,,,,,,,,,,,
5793,Closed End,Survey respondent demographic characteristics ,Q35C_18,Housing status,1,Header,Results by housing status:,--,--,,,,,,,,,,,,,,,,,
5794,Closed End,Survey respondent demographic characteristics ,Q35C_18,Housing status,2,Data,   Owner,81%,19%,1354,,,,,,,,,,,,,,,,
5795,Closed End,Survey respondent demographic characteristics ,Q35C_18,Housing status,3,Data,   Renter,80%,20%,350,,,,,,,,,,,,,,,,
5796,Closed End,Survey respondent demographic characteristics ,Q35C_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",70%,30%,26,,,,,,,,,,,,,,,,
5797,Closed End,Survey respondent demographic characteristics ,Q35C_18,Home language,1,Header,Results by home language:,--,--,,,,,,,,,,,,,,,,,
5798,Closed End,Survey respondent demographic characteristics ,Q35C_18,Home language,2,Data,   English only,84%,16%,1588,,,,,,,,,,,,,,,,
5799,Closed End,Survey respondent demographic characteristics ,Q35C_18,Home language,3,Data,   Engish plus another language,57%,43%,93,,,,,,,,,,,,,,,,
5800,Closed End,Survey respondent demographic characteristics ,Q35C_18,Home language,4,Data,   Another language only,63%,37%,28,,,,,,,,,,,,,,,,
5801,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,,,,,,,,,,,,,,,,,
5802,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",61%,39%,27,,,,,,,,,,,,,,,,
5803,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,3,Data,   Asian American or Asian,64%,36%,70,,,,,,,,,,,,,,,,
5804,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,4,Data,   "Black, African American, or African",64%,36%,59,,,,,,,,,,,,,,,,
5805,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,5,Data,   Hispanic or Latinx,58%,42%,38,,,,,,,,,,,,,,,,
5806,Closed End,Survey respondent demographic characteristics ,Q35C_18,Race / ethnicity,6,Data,   White or Caucasian,85%,15%,1518,,,,,,,,,,,,,,,,
5807,,Survey respondent demographic characteristics ,,,,,,,,,,,,,,,,,,,,,,,,
5808,Closed End,Survey respondent demographic characteristics ,Q35D_18,Title,1,Title,"Q35D. How many children age 13-17 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5809,Closed End,Survey respondent demographic characteristics ,Q35D_18,Title,2,Labels,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5810,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,1,Header,Results by region:,--,--,,,,,,,,,,,,,,,,,
5811,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,2,Data,   East Metro overall,85%,15%,1733,,,,,,,,,,,,,,,,
5812,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,3,Data,   Dakota County,85%,15%,402,,,,,,,,,,,,,,,,
5813,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,4,Data,   Ramsey County (overall),87%,13%,858,,,,,,,,,,,,,,,,
5814,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,5,Data,      City of Saint Paul,85%,15%,412,,,,,,,,,,,,,,,,
5815,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,6,Data,      Suburban Ramsey County,89%,11%,446,,,,,,,,,,,,,,,,
5816,Closed End,Survey respondent demographic characteristics ,Q35D_18,Region,7,Data,   Washington County,82%,18%,473,,,,,,,,,,,,,,,,
5817,Closed End,Survey respondent demographic characteristics ,Q35D_18,Gender,1,Header,Results by gender:,--,--,,,,,,,,,,,,,,,,,
5818,Closed End,Survey respondent demographic characteristics ,Q35D_18,Gender,2,Data,   Females,81%,19%,1129,,,,,,,,,,,,,,,,
5819,Closed End,Survey respondent demographic characteristics ,Q35D_18,Gender,3,Data,   Males,88%,12%,564,,,,,,,,,,,,,,,,
5820,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,1,Header,Results by age:,--,--,,,,,,,,,,,,,,,,,
5821,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,2,Data,   18-34,94%,6%,273,,,,,,,,,,,,,,,,
5822,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,3,Data,   35-44,69%,31%,268,,,,,,,,,,,,,,,,
5823,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,4,Data,   45-54,66%,34%,261,,,,,,,,,,,,,,,,
5824,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,5,Data,   55-64,90%,10%,384,,,,,,,,,,,,,,,,
5825,Closed End,Survey respondent demographic characteristics ,Q35D_18,Age,6,Data,   65+,99%,1%,492,,,,,,,,,,,,,,,,
5826,Closed End,Survey respondent demographic characteristics ,Q35D_18,Education,1,Header,Results by education level:,--,--,,,,,,,,,,,,,,,,,
5827,Closed End,Survey respondent demographic characteristics ,Q35D_18,Education,2,Data,   "Less than HS diploma, no GED",65%,35%,21,,,,,,,,,,,,,,,,
5828,Closed End,Survey respondent demographic characteristics ,Q35D_18,Education,3,Data,   HS diploma or GED,87%,13%,173,,,,,,,,,,,,,,,,
5829,Closed End,Survey respondent demographic characteristics ,Q35D_18,Education,4,Data,   "Some college, trade school, or Associate degree",84%,16%,481,,,,,,,,,,,,,,,,
5830,Closed End,Survey respondent demographic characteristics ,Q35D_18,Education,5,Data,   Bachelor's degree or higher,86%,14%,1016,,,,,,,,,,,,,,,,
5831,Closed End,Survey respondent demographic characteristics ,Q35D_18,Household income,1,Header,Results by household income:,--,--,,,,,,,,,,,,,,,,,
